timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,discharged_mah,remaining,scale,cell_count,connected,warning
71362450,11.55,11.6318,13.478,11.7614,104.485,0.632637,1.07524,3,1,0
71663273,11.484,11.6243,10.6066,11.6117,105.445,0.629546,1.07592,3,1,0
71963271,11.737,11.6223,10.2843,11.0844,106.304,0.628265,1.0762,3,1,0
72263272,11.627,11.6442,9.8448,10.5631,107.117,0.636856,1.07431,3,1,0
72564063,11.726,11.6612,10.6359,10.3945,107.962,0.643675,1.07281,3,1,0
72864060,11.682,11.657,10.9289,10.5814,108.866,0.642011,1.07318,3,1,0
73164094,11.825,11.6601,10.255,10.4482,109.724,0.643162,1.07293,3,1,0
73464842,11.473,11.6707,9.7862,10.2681,110.558,0.647339,1.07201,3,1,0
73764859,11.583,11.6628,10.9289,10.3564,111.428,0.644068,1.07273,3,1,0
74065056,11.693,11.6506,11.4856,10.6798,112.359,0.639167,1.0738,3,1,0
74365658,11.638,11.6424,12.9799,11.1922,113.352,0.636165,1.07446,3,1,0
74677624,11.572,11.6218,14.6207,12.2475,114.539,0.628582,1.07613,3,1,0
74977654,11.715,11.6098,13.3901,12.8944,115.698,0.624395,1.07706,3,1,0
75277638,11.55,11.5955,11.8665,12.6,116.713,0.618608,1.07834,3,1,0
75578604,11.484,11.5951,9.6983,12.0435,117.656,0.61819,1.07843,3,1,0
75878454,11.77,11.6029,10.4601,11.4121,118.529,0.620963,1.07782,3,1,0
76178491,11.704,11.6138,9.9913,10.946,119.384,0.624971,1.07693,3,1,0
76479227,11.891,11.6267,10.255,10.5438,120.214,0.629852,1.07585,3,1,0
76779272,11.715,11.626,11.1633,10.5678,121.094,0.629414,1.07595,3,1,0
77079398,11.814,11.6253,11.0461,10.5999,121.984,0.629091,1.07602,3,1,0
77380211,11.649,11.6141,10.6652,10.6431,122.878,0.624393,1.07706,3,1,0
77680239,11.561,11.6168,10.7238,10.6495,123.767,0.625502,1.07681,3,1,0
77980224,11.627,11.6227,10.8117,10.6528,124.655,0.627916,1.07628,3,1,0
78280854,11.737,11.6336,10.9289,10.7733,125.57,0.632485,1.07527,3,1,0
78580872,11.715,11.6288,10.8117,10.8332,126.482,0.630512,1.07571,3,1,0
78880840,11.385,11.6024,10.8117,10.8246,127.381,0.619512,1.07814,3,1,0
