timestamp,ref_timestamp,ref_lat,ref_lon,surface_bottom_timestamp,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,delta_vxy[0],delta_vxy[1],delta_vz,yaw,ref_alt,dist_bottom,dist_bottom_rate,eph,epv,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,xy_global,z_global,dist_bottom_valid
136960538,0,0.0,0.0,136960707,0.0,0.0,0.286541,0.0,0.0,0.0,-0.665197,1.00755,-0.662352,0.0,0.0,0.0,1.55823,0.0,1.83446,0.662352,1.08064,0.267057,0,1,0,1,0,0,0,0,0,1,1
137060526,0,0.0,0.0,137060603,0.0,0.0,0.259477,0.0,0.0,0.0,-0.656011,0.996403,-0.444122,0.0,0.0,0.0,-2.73521,0.0,1.86153,0.444122,1.10786,0.266571,0,1,0,1,0,0,0,0,0,1,1
137164506,0,0.0,0.0,137164592,0.0,0.0,0.247264,0.0,0.0,0.0,-0.609407,0.959459,-0.293177,0.0,0.0,0.0,-2.81356,0.0,1.87374,0.293177,1.13784,0.268474,0,1,0,1,0,0,0,0,0,1,1
137264995,0,0.0,0.0,137265092,0.0,0.0,0.260178,0.0,0.0,0.0,-0.546853,0.923892,-0.12755,0.0,0.0,0.0,-2.89189,0.0,1.86083,0.12755,1.16841,0.267165,0,1,0,1,0,0,0,0,0,1,1
137364505,0,0.0,0.0,137364582,0.0,0.0,0.276174,0.0,0.0,0.0,-0.463842,0.922297,0.0172996,0.0,0.0,0.0,-2.98308,0.0,1.84483,-0.0172996,1.19248,0.266626,0,1,0,1,0,0,0,0,0,1,1
137468561,0,0.0,0.0,137468725,0.0,0.0,0.307296,0.0,0.0,0.0,-0.369491,0.954216,0.127345,0.0,0.0,0.0,-3.07343,0.0,1.81371,-0.127345,1.21996,0.268461,0,1,0,1,0,0,0,0,0,1,1
137570560,0,0.0,0.0,137570637,0.0,0.0,0.358004,0.0,0.0,0.0,-0.288968,1.00511,0.214984,0.0,0.0,0.0,-3.13939,0.0,1.763,-0.214984,1.24318,0.266591,0,1,0,1,0,0,0,0,0,1,1
137670635,0,0.0,0.0,137670712,0.0,0.0,0.417237,0.0,0.0,0.0,-0.258735,1.0501,0.303263,0.0,0.0,0.0,3.08472,0.0,1.70377,-0.303263,1.27272,0.267708,0,1,0,1,0,0,0,0,0,1,1
137770120,0,0.0,0.0,137770196,0.0,0.0,0.474815,0.0,0.0,0.0,-0.264781,1.08544,0.354168,0.0,0.0,0.0,3.02484,0.0,1.64619,-0.354168,1.28952,0.266689,0,1,0,1,0,0,0,0,0,1,1
137874164,0,0.0,0.0,137874296,0.0,0.0,0.539251,0.0,0.0,0.0,-0.313315,1.1066,0.374369,0.0,0.0,0.0,2.9554,0.0,1.58175,-0.374369,1.31251,0.267166,0,1,0,1,0,0,0,0,0,1,1
