timestamp,rollspeed,pitchspeed,yawspeed,q[0],q[1],q[2],q[3]
132162908,0.00944321,0.00201765,-0.0239015,-0.707365,-0.0161734,-0.0174544,-0.706448
132171122,0.00325938,-0.0011162,0.012207,-0.707344,-0.0161683,-0.0174708,-0.706469
132182907,0.00242548,0.0225867,-0.0120145,-0.707375,-0.0161731,-0.0174997,-0.706437
132192228,0.00897883,-0.0108407,-0.00711557,-0.707355,-0.0162036,-0.0174768,-0.706457
132203581,0.00719157,-0.00723343,-0.000994308,-0.707352,-0.0161821,-0.0175126,-0.706459
132214892,0.00213463,0.00599522,0.00572611,-0.707362,-0.0161756,-0.0175075,-0.70645
132222986,0.0116876,-0.00173807,-0.0213443,-0.707372,-0.0162191,-0.0174897,-0.706438
132235434,-0.00764187,-0.0130927,-0.00437779,-0.707365,-0.0162051,-0.0174795,-0.706447
132247537,-0.000649444,-0.0142233,0.0177875,-0.70735,-0.0161921,-0.0174872,-0.706461
132258913,0.000777157,0.0160303,0.00522708,-0.707358,-0.016207,-0.0175281,-0.706452
132272072,0.0124479,0.0194107,-0.0152401,-0.707388,-0.0162267,-0.0175445,-0.706422
132282928,0.011991,-0.0031075,-0.00964259,-0.707374,-0.0162687,-0.017552,-0.706434
132295418,-0.00587442,-0.0178433,0.000259174,-0.707367,-0.0162751,-0.017557,-0.706441
132302865,0.00342724,0.0251748,-0.0149725,-0.707389,-0.0162437,-0.0176023,-0.706418
132315432,0.00869077,0.00642958,-0.000387637,-0.707374,-0.0162587,-0.017587,-0.706434
132326898,0.000491447,-0.0211042,0.0109161,-0.707359,-0.0162675,-0.0175695,-0.706448
132335628,0.00477212,0.00880469,-0.00334287,-0.707387,-0.0162578,-0.0176232,-0.70642
132346949,0.00403966,0.00592005,-0.00149355,-0.707389,-0.0162898,-0.0176022,-0.706418
132359484,0.00590004,0.000133588,0.000122079,-0.707378,-0.0162805,-0.0175864,-0.706429
132370910,-0.00109645,-0.00723017,-0.00301261,-0.707384,-0.0162637,-0.0175997,-0.706423
132383572,-0.0057985,0.000217204,0.00246123,-0.707399,-0.0162244,-0.0176132,-0.706409
132391226,0.0148536,0.00757489,-0.019844,-0.707402,-0.0162573,-0.0176111,-0.706405
132403655,0.0118147,-0.0132222,-0.00245336,-0.707388,-0.0163144,-0.0176047,-0.706418
132414907,-0.00616215,-0.0224346,0.0212548,-0.707374,-0.0163268,-0.0176011,-0.706431
132422877,0.00587125,0.0164746,-0.0156525,-0.707403,-0.0163444,-0.0176391,-0.706401
132434916,0.00806947,-0.00535986,-0.00109673,-0.707384,-0.0163533,-0.0176151,-0.706421
132442901,0.000913036,-0.00132103,0.0103099,-0.707385,-0.0163367,-0.017659,-0.706419
132455437,-0.00144239,0.0106357,0.00331583,-0.707395,-0.0163586,-0.0176813,-0.706408
132466905,0.00762047,0.00538063,-0.00847842,-0.707401,-0.0164039,-0.0176636,-0.706401
132475539,-0.00418624,-0.0211443,0.0215991,-0.707376,-0.016408,-0.0176619,-0.706426
132486918,0.00016933,0.00488735,0.0109162,-0.707383,-0.0163885,-0.0176698,-0.706419
132500058,0.0052135,0.0239104,-0.0179859,-0.707417,-0.0163816,-0.0177023,-0.706385
132510912,0.0109733,-0.00622116,-0.0136106,-0.707407,-0.0164199,-0.0176746,-0.706394
132523405,0.0072854,-0.0163649,0.00105712,-0.707387,-0.0164758,-0.0176887,-0.706413
132531005,0.00822637,0.020389,-0.00793277,-0.707414,-0.0164527,-0.0177487,-0.706385
132542922,-0.00533487,0.0137787,-0.000288714,-0.707422,-0.0164483,-0.0177193,-0.706378
132554984,-0.00627362,-0.00600451,0.00130107,-0.70742,-0.0164239,-0.0176892,-0.706381
132562887,-0.00763484,-0.00295769,0.0137074,-0.707416,-0.0163826,-0.0177176,-0.706385
132574901,0.0114035,0.00624287,0.00530168,-0.707406,-0.0164331,-0.0177323,-0.706393
132584035,-0.00178463,-0.0223989,0.00631548,-0.707408,-0.0164726,-0.0177185,-0.706391
132595482,-0.00342504,-0.0125231,0.00709538,-0.707422,-0.0164631,-0.017743,-0.706377
132606920,0.00230171,0.0135829,-0.00741991,-0.707433,-0.0164408,-0.0177696,-0.706366
132615620,0.00232115,-0.00819062,0.00328647,-0.707413,-0.0164601,-0.0177369,-0.706387
132626985,-0.0048197,-0.0187254,-0.00591334,-0.707431,-0.0164563,-0.0177416,-0.706368
132639155,-0.00207883,-0.00193805,-0.000947415,-0.707437,-0.0164615,-0.0177652,-0.706362
132647524,0.0113711,0.0100678,-0.018678,-0.707439,-0.0164813,-0.0177486,-0.70636
132659440,0.00353867,-0.0107079,-0.0056662,-0.707425,-0.0164799,-0.0177093,-0.706374
132666926,-0.00446558,0.00968145,-0.00489055,-0.707431,-0.0164442,-0.0177478,-0.706368
132678917,0.000229472,0.0236751,-0.0131363,-0.707443,-0.0164225,-0.0177279,-0.706357
132690936,0.00705484,0.00896248,-0.00500131,-0.707431,-0.0164351,-0.0176976,-0.706369
132699195,0.00253437,-0.0202264,0.0106899,-0.707409,-0.0164595,-0.0177011,-0.706391
132710885,-0.0139659,-0.00165018,0.0207825,-0.707407,-0.0164693,-0.0177382,-0.706392
132723511,0.00156256,0.005674,0.010626,-0.707419,-0.0164813,-0.0177458,-0.706379
132736180,0.0159689,0.0234485,-0.0120024,-0.707428,-0.0164793,-0.0177711,-0.70637
132747473,0.00846777,0.0173677,-0.0181433,-0.70742,-0.0164592,-0.0177836,-0.706378
132755526,0.0156368,-0.0109863,-0.00593375,-0.707401,-0.0164946,-0.0177747,-0.706397
132766934,-0.00776481,0.00236796,0.00881363,-0.707398,-0.0164921,-0.0177606,-0.7064
132780227,-0.0161083,-0.00665464,0.0206913,-0.707395,-0.0164716,-0.0177338,-0.706404
132791522,-0.00445247,-0.00837906,0.00998345,-0.707391,-0.0164709,-0.0177224,-0.706409
132802935,0.0102251,-0.000832197,-0.0104884,-0.707408,-0.0165039,-0.0177345,-0.70639
132810968,0.00921099,0.0131603,-0.0175484,-0.707414,-0.0165093,-0.0177422,-0.706384
132823514,0.0126296,0.00425367,-0.0108889,-0.707413,-0.0165215,-0.017751,-0.706385
132836218,-0.00397847,-0.0165312,0.00439457,-0.707383,-0.0165721,-0.0177307,-0.706414
132846927,-0.00994452,-0.0277818,-0.00791024,-0.707398,-0.016601,-0.0176944,-0.706399
132859489,-0.00401067,-0.0316785,-0.00595491,-0.707398,-0.0166459,-0.0176774,-0.706398
132867680,0.0159999,0.0123311,0.00545502,-0.707366,-0.0166515,-0.0177172,-0.70643
132880121,0.00728998,0.0340206,-0.00756704,-0.707389,-0.0166083,-0.0177077,-0.706407
132891481,0.0158826,0.0191674,0.0151677,-0.707388,-0.0166162,-0.0176987,-0.706409
132903465,0.00314518,0.0142212,-0.000359296,-0.707383,-0.0166433,-0.0176641,-0.706413
132916139,0.00325581,0.0156092,-0.00757431,-0.707401,-0.0166502,-0.0176317,-0.706396
132926881,0.00025768,0.000593208,0.0133534,-0.707384,-0.0166915,-0.0176148,-0.706412
132938920,0.00351468,-0.000116409,-0.00260322,-0.707385,-0.0167517,-0.0175905,-0.706411
132947547,0.00104389,-0.00200466,-0.0113916,-0.70739,-0.0167611,-0.0175941,-0.706406
132958913,0.00970923,0.0120233,-0.0168624,-0.707392,-0.016766,-0.0176083,-0.706403
132970892,0.00869397,0.0180107,0.00102708,-0.707365,-0.0167604,-0.0176283,-0.70643
132978966,-0.00106109,-0.00675704,-0.00436116,-0.707366,-0.0167744,-0.0175968,-0.706429
132991156,-0.00495438,-0.00261862,-0.00740324,-0.707379,-0.0167763,-0.0175844,-0.706417
133002986,0.00729747,-0.000313458,-0.0180431,-0.707382,-0.0168333,-0.0175923,-0.706412
133010908,-0.00608686,-0.0417924,-0.0111424,-0.707367,-0.0168714,-0.0175591,-0.706427
133022916,-0.012125,-0.0310536,-0.00496613,-0.707353,-0.0168888,-0.0175373,-0.706441
133032160,0.0115164,-0.019704,0.00589909,-0.707348,-0.0168917,-0.0175571,-0.706445
133043407,-0.00130094,-0.0225517,0.0088022,-0.707349,-0.0169114,-0.0175476,-0.706444
133055518,-0.00689418,-0.0333395,-0.0164535,-0.707362,-0.016908,-0.0174978,-0.706432
133063544,-0.00524339,-0.00245561,0.00128116,-0.707353,-0.0168639,-0.0175105,-0.706443
133074877,-0.00251323,-0.0133225,0.0107381,-0.707332,-0.0168681,-0.0174831,-0.706464
133088186,-0.00707005,-0.0147133,-0.0108691,-0.707343,-0.0168962,-0.0174554,-0.706453
133099405,0.0107233,-0.0213034,-0.0111878,-0.70734,-0.0169497,-0.0174365,-0.706455
133111471,0.00505023,0.0216442,0.0026646,-0.707326,-0.0169664,-0.0174274,-0.706469
133120255,-0.00869589,0.0135782,-0.00857697,-0.70734,-0.0170066,-0.017412,-0.706455
133130921,0.0011456,0.0149008,-0.0103609,-0.707346,-0.0170103,-0.0174166,-0.706448
133142921,0.016272,0.018697,0.0215659,-0.707306,-0.0170423,-0.0174382,-0.706486
133150911,-0.00183793,0.0312159,0.00864224,-0.707309,-0.0170545,-0.0174332,-0.706484
133163479,0.00975853,0.0195221,0.000339957,-0.707305,-0.0170938,-0.0174344,-0.706487
133170910,0.0031333,0.0182992,-0.00827326,-0.707316,-0.0171292,-0.0174281,-0.706475
133182959,0.0185059,-0.0128757,0.0172799,-0.707292,-0.0172912,-0.0174157,-0.706496
133194861,-0.00215824,-0.00457106,-0.0109203,-0.707308,-0.0173319,-0.0173532,-0.70648
133203143,-0.00353246,0.00998574,-0.000195878,-0.707304,-0.0173321,-0.0173463,-0.706484
133214858,-0.0047202,-0.0199859,0.00881644,-0.707274,-0.0173443,-0.017264,-0.706516
133226968,-0.00408152,0.0290986,-0.0118145,-0.707256,-0.0173015,-0.0172917,-0.706534
133234945,-0.0167731,0.0252073,-0.0184924,-0.707254,-0.01728,-0.0172756,-0.706538
