timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,magnetometer_timestamp_relative,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],baro_timestamp_relative,baro_alt_meter,baro_temp_celcius
130748927,0.0107762,-0.00668856,-0.0119697,0.004,0,0.017648,-0.745542,-9.72903,0.004,-4122,-0.0158646,-0.25054,0.749026,-4219,1769.66,35.32
130752926,0.0115119,-0.00184352,-0.000716184,0.003999,0,0.31887,-0.37037,-9.66998,0.003999,-152,-0.231058,0.0292484,0.771191,-8218,1769.66,35.32
130756926,0.0018622,-0.00269463,0.00682476,0.004,0,-0.233783,-0.563529,-9.57052,0.004,-4152,-0.231058,0.0292484,0.771191,-12218,1769.66,35.32
130760926,0.00335185,0.0138551,-0.00406649,0.004,0,0.106414,-0.477286,-9.57318,0.004,-146,-0.0208011,0.0969219,0.728751,-16218,1769.66,35.32
130764926,-0.00531981,0.00382372,0.0105891,0.004,0,-0.194762,0.0409791,-9.77145,0.004,-4146,-0.0208011,0.0969219,0.728751,-20218,1769.66,35.32
130768926,-0.00598339,-0.00343903,0.0122856,0.004,0,-0.455722,-0.434161,-9.84313,0.004,-121,-0.1037,-0.235983,0.778334,-24218,1769.66,35.32
130772926,-0.000112492,0.00353347,0.00191489,0.004,0,0.140651,-0.415469,-9.78311,0.004,-4121,-0.1037,-0.235983,0.778334,-28218,1769.66,35.32
130776932,-0.00278567,-0.00907062,0.0118968,0.004006,0,-0.0258104,-0.30623,-9.79539,0.004006,-74,-0.0866818,-0.163115,0.751094,-32224,1769.66,35.32
130780927,-0.00629227,-0.00855136,-0.00593306,0.003995,0,-0.00760313,-0.72805,-9.74831,0.003995,-4069,-0.0866818,-0.163115,0.751094,-36219,1769.66,35.32
130784932,0.0097925,0.00110458,-0.019308,0.004005,0,0.456344,-0.245222,-9.74372,0.004005,-8074,-0.0866818,-0.163115,0.751094,-40224,1769.66,35.32
130788926,0.00224689,-0.00827555,-0.0108166,0.003994,0,-0.167772,-0.218346,-9.79837,0.003994,-3097,-0.0239111,-0.189527,0.779903,-44218,1769.66,35.32
130792926,0.0141338,-0.00551788,-0.017458,0.004,0,-0.243759,-0.397833,-9.71061,0.004,-7097,-0.0239111,-0.189527,0.779903,-48218,1769.66,35.32
130796926,0.0192625,-0.00430843,0.000911367,0.004,0,0.0188564,-0.169976,-9.69653,0.004,-3057,-0.0559125,-0.342334,0.762869,-974,1769.86,35.31
130800926,0.00628154,-0.00878956,0.0213659,0.004,0,-0.331874,-0.653734,-9.69726,0.004,-7057,-0.0559125,-0.342334,0.762869,-4974,1769.86,35.31
130804926,0.00804926,0.00228161,0.0143246,0.004,0,0.111322,-0.825855,-9.69758,0.004,-2458,-0.00540375,-0.250291,0.733427,-8974,1769.86,35.31
130808926,0.005209,-0.000185032,0.022129,0.004,0,0.0838353,-0.212002,-9.91698,0.004,-6458,-0.00540375,-0.250291,0.733427,-12974,1769.86,35.31
130812926,-0.00198838,0.00551202,0.00496578,0.004,0,-0.383543,-0.478863,-9.72629,0.004,-2930,-0.0262005,-0.2834,0.752684,-16974,1769.86,35.31
130816926,0.00180654,0.0126024,-0.0191107,0.004,0,0.353034,-0.314432,-9.77542,0.004,-6930,-0.0262005,-0.2834,0.752684,-20974,1769.86,35.31
130820926,0.00352359,0.00703984,-0.0107727,0.004,0,-0.191158,-0.193139,-9.87694,0.004,-1129,0.0149147,-0.0388666,0.759835,-24974,1769.86,35.31
130824926,0.00994943,0.00584479,-0.0159294,0.004,0,-0.309833,-0.605502,-9.65309,0.004,-5129,0.0149147,-0.0388666,0.759835,-2520,1769.56,35.31
130828927,0.0119961,-0.00227901,-0.00615309,0.004001,0,0.28397,-0.162922,-9.74271,0.004001,-2749,-0.0325485,-0.358437,0.74429,-6521,1769.56,35.31
