timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,discharged_mah,remaining,cell_count,connected,warning
219823626,11.814,11.1427,7.8524,6.64625,234.146,0.758502,3,1,0
220135628,11.132,11.1663,5.3619,6.68059,234.729,0.776049,3,1,0
220435622,10.868,11.1766,6.2995,6.63893,235.278,0.783132,3,1,0
220735613,11.737,11.203,6.5632,6.48319,235.798,0.797607,3,1,0
221035643,10.912,11.1706,6.739,6.76511,236.391,0.77967,3,1,0
221335687,10.604,11.1558,7.7352,7.50275,237.118,0.779437,3,1,0
221635597,10.978,11.1628,7.911,7.95202,237.84,0.79146,3,1,0
221935627,11.341,11.1641,6.9734,7.71362,238.456,0.793039,3,1,0
222235629,11.715,11.1363,8.7021,7.39578,239.032,0.772521,3,1,0
222535880,11.297,11.1288,7.7352,7.25151,239.617,0.765955,3,1,0
222836216,11.572,11.1095,8.4384,7.4798,240.268,0.752321,3,1,0
223136286,11.286,11.0889,7.7938,7.36366,240.867,0.737483,3,1,0
223436484,11.429,11.115,6.0358,7.03748,241.416,0.749151,3,1,0
223747604,11.275,11.1405,6.5925,6.96226,242.014,0.762356,3,1,0
224047689,11.396,11.1325,6.7683,6.65285,242.527,0.751709,3,1,0
224348213,11.0,11.1253,5.567,6.33655,243.012,0.741635,3,1,0
224649315,11.286,11.1463,5.9772,6.33543,243.544,0.752058,3,1,0
224949226,11.484,11.1708,6.2995,6.21139,244.047,0.76606,3,1,0
225249243,11.264,11.1678,6.7683,6.28706,244.582,0.763469,3,1,0
225549252,11.594,11.197,7.032,6.42731,245.137,0.783619,3,1,0
225849996,10.769,11.216,6.5632,6.75446,245.747,0.798447,3,1,0
226149935,11.616,11.252,8.2919,6.79834,246.323,0.823197,3,1,0
226450052,10.857,11.2442,6.1237,6.51378,246.835,0.816442,3,1,0
226753328,10.857,11.2397,7.8524,6.60087,247.395,0.814998,3,1,0
227053217,11.022,11.2073,5.8014,6.80342,247.991,0.798819,3,1,0
227353450,11.055,11.2002,3.3695,6.24607,248.451,0.790478,3,1,0
227653258,11.66,11.2274,0.2344,6.15255,248.987,0.765858,3,1,0
227953206,11.44,11.32,0.7911,3.99649,249.043,0.764335,3,1,0
